Created as New Dataset,Sample 074 By Student Date Tuesday, February 27 2024
cm-1,%T
4903.00,89.76
4902.00,89.76
4901.00,89.77
4900.00,89.77
4899.00,89.77
4898.00,89.77
4897.00,89.77
4896.00,89.77
4895.00,89.76
4894.00,89.76
4893.00,89.76
4892.00,89.77
4891.00,89.77
4890.00,89.77
4889.00,89.77
4888.00,89.77
4887.00,89.76
4886.00,89.76
4885.00,89.76
4884.00,89.76
4883.00,89.77
4882.00,89.77
4881.00,89.77
4880.00,89.77
4879.00,89.77
4878.00,89.76
4877.00,89.76
4876.00,89.76
4875.00,89.76
4874.00,89.77
4873.00,89.77
4872.00,89.77
4871.00,89.77
4870.00,89.77
4869.00,89.77
4868.00,89.76
4867.00,89.76
4866.00,89.76
4865.00,89.76
4864.00,89.77
4863.00,89.77
4862.00,89.77
4861.00,89.77
4860.00,89.77
4859.00,89.76
4858.00,89.76
4857.00,89.76
4856.00,89.76
4855.00,89.77
4854.00,89.77
4853.00,89.76
4852.00,89.76
4851.00,89.76
4850.00,89.76
4849.00,89.76
4848.00,89.77
4847.00,89.77
4846.00,89.77
4845.00,89.77
4844.00,89.76
4843.00,89.75
4842.00,89.75
4841.00,89.75
4840.00,89.75
4839.00,89.75
4838.00,89.76
4837.00,89.76
4836.00,89.76
4835.00,89.75
4834.00,89.75
4833.00,89.75
4832.00,89.75
4831.00,89.75
4830.00,89.76
4829.00,89.76
4828.00,89.76
4827.00,89.76
4826.00,89.75
4825.00,89.75
4824.00,89.75
4823.00,89.75
4822.00,89.76
4821.00,89.76
4820.00,89.76
4819.00,89.76
4818.00,89.76
4817.00,89.76
4816.00,89.75
4815.00,89.75
4814.00,89.75
4813.00,89.76
4812.00,89.76
4811.00,89.76
4810.00,89.76
4809.00,89.76
4808.00,89.76
4807.00,89.76
4806.00,89.76
4805.00,89.76
4804.00,89.76
4803.00,89.76
4802.00,89.76
4801.00,89.76
4800.00,89.77
4799.00,89.76
4798.00,89.76
4797.00,89.76
4796.00,89.76
4795.00,89.76
4794.00,89.76
4793.00,89.76
4792.00,89.76
4791.00,89.76
4790.00,89.76
4789.00,89.76
4788.00,89.76
4787.00,89.76
4786.00,89.76
4785.00,89.77
4784.00,89.76
4783.00,89.76
4782.00,89.76
4781.00,89.76
4780.00,89.76
4779.00,89.76
4778.00,89.76
4777.00,89.76
4776.00,89.77
4775.00,89.77
4774.00,89.77
4773.00,89.77
4772.00,89.77
4771.00,89.77
4770.00,89.77
4769.00,89.77
4768.00,89.78
4767.00,89.78
4766.00,89.78
4765.00,89.79
4764.00,89.79
4763.00,89.79
4762.00,89.80
4761.00,89.80
4760.00,89.81
4759.00,89.82
4758.00,89.83
4757.00,89.84
4756.00,89.84
4755.00,89.84
4754.00,89.85
4753.00,89.85
4752.00,89.85
4751.00,89.86
4750.00,89.87
4749.00,89.87
4748.00,89.87
4747.00,89.88
4746.00,89.88
4745.00,89.88
4744.00,89.89
4743.00,89.90
4742.00,89.90
4741.00,89.91
4740.00,89.92
4739.00,89.92
4738.00,89.92
4737.00,89.93
4736.00,89.93
4735.00,89.93
4734.00,89.94
4733.00,89.94
4732.00,89.94
4731.00,89.95
4730.00,89.95
4729.00,89.95
4728.00,89.95
4727.00,89.95
4726.00,89.95
4725.00,89.95
4724.00,89.95
4723.00,89.95
4722.00,89.95
4721.00,89.95
4720.00,89.95
4719.00,89.95
4718.00,89.95
4717.00,89.95
4716.00,89.95
4715.00,89.95
4714.00,89.95
4713.00,89.95
4712.00,89.94
4711.00,89.94
4710.00,89.93
4709.00,89.93
4708.00,89.93
4707.00,89.92
4706.00,89.92
4705.00,89.91
4704.00,89.90
4703.00,89.90
4702.00,89.88
4701.00,89.87
4700.00,89.87
4699.00,89.86
4698.00,89.86
4697.00,89.86
4696.00,89.86
4695.00,89.87
4694.00,89.87
4693.00,89.88
4692.00,89.88
4691.00,89.89
4690.00,89.89
4689.00,89.90
4688.00,89.90
4687.00,89.90
4686.00,89.90
4685.00,89.90
4684.00,89.90
4683.00,89.90
4682.00,89.90
4681.00,89.90
4680.00,89.90
4679.00,89.90
4678.00,89.90
4677.00,89.90
4676.00,89.89
4675.00,89.89
4674.00,89.89
4673.00,89.89
4672.00,89.89
4671.00,89.89
4670.00,89.89
4669.00,89.88
4668.00,89.88
4667.00,89.88
4666.00,89.88
4665.00,89.87
4664.00,89.87
4663.00,89.87
4662.00,89.87
4661.00,89.87
4660.00,89.87
4659.00,89.87
4658.00,89.86
4657.00,89.86
4656.00,89.86
4655.00,89.85
4654.00,89.85
4653.00,89.85
4652.00,89.84
4651.00,89.84
4650.00,89.83
4649.00,89.83
4648.00,89.83
4647.00,89.83
4646.00,89.83
4645.00,89.83
4644.00,89.83
4643.00,89.82
4642.00,89.82
4641.00,89.81
4640.00,89.81
4639.00,89.81
4638.00,89.80
4637.00,89.80
4636.00,89.80
4635.00,89.79
4634.00,89.79
4633.00,89.78
4632.00,89.78
4631.00,89.77
4630.00,89.77
4629.00,89.76
4628.00,89.76
4627.00,89.76
4626.00,89.76
4625.00,89.75
4624.00,89.74
4623.00,89.74
4622.00,89.73
4621.00,89.73
4620.00,89.73
4619.00,89.72
4618.00,89.72
4617.00,89.71
4616.00,89.71
4615.00,89.71
4614.00,89.70
4613.00,89.69
4612.00,89.69
4611.00,89.69
4610.00,89.68
4609.00,89.68
4608.00,89.67
4607.00,89.67
4606.00,89.66
4605.00,89.66
4604.00,89.66
4603.00,89.65
4602.00,89.65
4601.00,89.64
4600.00,89.64
4599.00,89.63
4598.00,89.62
4597.00,89.62
4596.00,89.62
4595.00,89.61
4594.00,89.61
4593.00,89.61
4592.00,89.60
4591.00,89.60
4590.00,89.59
4589.00,89.58
4588.00,89.58
4587.00,89.57
4586.00,89.56
4585.00,89.56
4584.00,89.55
4583.00,89.55
4582.00,89.54
4581.00,89.54
4580.00,89.53
4579.00,89.53
4578.00,89.52
4577.00,89.51
4576.00,89.51
4575.00,89.50
4574.00,89.50
4573.00,89.49
4572.00,89.48
4571.00,89.47
4570.00,89.46
4569.00,89.45
4568.00,89.45
4567.00,89.45
4566.00,89.44
4565.00,89.44
4564.00,89.43
4563.00,89.43
4562.00,89.42
4561.00,89.41
4560.00,89.41
4559.00,89.41
4558.00,89.40
4557.00,89.40
4556.00,89.40
4555.00,89.40
4554.00,89.39
4553.00,89.39
4552.00,89.38
4551.00,89.38
4550.00,89.38
4549.00,89.38
4548.00,89.37
4547.00,89.37
4546.00,89.36
4545.00,89.36
4544.00,89.36
4543.00,89.35
4542.00,89.35
4541.00,89.35
4540.00,89.35
4539.00,89.35
4538.00,89.34
4537.00,89.34
4536.00,89.33
4535.00,89.33
4534.00,89.33
4533.00,89.33
4532.00,89.33
4531.00,89.33
4530.00,89.33
4529.00,89.32
4528.00,89.32
4527.00,89.31
4526.00,89.31
4525.00,89.30
4524.00,89.30
4523.00,89.30
4522.00,89.30
4521.00,89.30
4520.00,89.30
4519.00,89.29
4518.00,89.29
4517.00,89.29
4516.00,89.29
4515.00,89.29
4514.00,89.29
4513.00,89.29
4512.00,89.29
4511.00,89.29
4510.00,89.28
4509.00,89.28
4508.00,89.28
4507.00,89.28
4506.00,89.28
4505.00,89.28
4504.00,89.28
4503.00,89.28
4502.00,89.28
4501.00,89.27
4500.00,89.27
4499.00,89.27
4498.00,89.27
4497.00,89.27
4496.00,89.27
4495.00,89.27
4494.00,89.27
4493.00,89.27
4492.00,89.27
4491.00,89.27
4490.00,89.27
4489.00,89.27
4488.00,89.27
4487.00,89.28
4486.00,89.28
4485.00,89.28
4484.00,89.27
4483.00,89.27
4482.00,89.27
4481.00,89.27
4480.00,89.27
4479.00,89.27
4478.00,89.27
4477.00,89.27
4476.00,89.28
4475.00,89.28
4474.00,89.28
4473.00,89.28
4472.00,89.28
4471.00,89.28
4470.00,89.29
4469.00,89.29
4468.00,89.29
4467.00,89.29
4466.00,89.29
4465.00,89.29
4464.00,89.30
4463.00,89.30
4462.00,89.30
4461.00,89.30
4460.00,89.30
4459.00,89.30
4458.00,89.30
4457.00,89.30
4456.00,89.31
4455.00,89.31
4454.00,89.31
4453.00,89.31
4452.00,89.31
4451.00,89.31
4450.00,89.31
4449.00,89.32
4448.00,89.32
4447.00,89.32
4446.00,89.32
4445.00,89.33
4444.00,89.33
4443.00,89.33
4442.00,89.33
4441.00,89.33
4440.00,89.33
4439.00,89.33
4438.00,89.33
4437.00,89.33
4436.00,89.34
4435.00,89.34
4434.00,89.34
4433.00,89.35
4432.00,89.35
4431.00,89.35
4430.00,89.35
4429.00,89.35
4428.00,89.35
4427.00,89.36
4426.00,89.36
4425.00,89.36
4424.00,89.36
4423.00,89.36
4422.00,89.36
4421.00,89.36
4420.00,89.37
4419.00,89.37
4418.00,89.37
4417.00,89.37
4416.00,89.37
4415.00,89.37
4414.00,89.37
4413.00,89.38
4412.00,89.38
4411.00,89.38
4410.00,89.38
4409.00,89.38
4408.00,89.39
4407.00,89.39
4406.00,89.39
4405.00,89.39
4404.00,89.39
4403.00,89.39
4402.00,89.39
4401.00,89.39
4400.00,89.39
4399.00,89.40
4398.00,89.40
4397.00,89.40
4396.00,89.40
4395.00,89.40
4394.00,89.40
4393.00,89.40
4392.00,89.40
4391.00,89.40
4390.00,89.41
4389.00,89.41
4388.00,89.41
4387.00,89.41
4386.00,89.41
4385.00,89.41
4384.00,89.41
4383.00,89.41
4382.00,89.41
4381.00,89.41
4380.00,89.41
4379.00,89.42
4378.00,89.42
4377.00,89.42
4376.00,89.42
4375.00,89.42
4374.00,89.42
4373.00,89.43
4372.00,89.43
4371.00,89.43
4370.00,89.43
4369.00,89.43
4368.00,89.43
4367.00,89.43
4366.00,89.44
4365.00,89.44
4364.00,89.44
4363.00,89.44
4362.00,89.44
4361.00,89.44
4360.00,89.44
4359.00,89.44
4358.00,89.44
4357.00,89.45
4356.00,89.45
4355.00,89.45
4354.00,89.45
4353.00,89.45
4352.00,89.45
4351.00,89.45
4350.00,89.46
4349.00,89.46
4348.00,89.46
4347.00,89.46
4346.00,89.46
4345.00,89.46
4344.00,89.47
4343.00,89.47
4342.00,89.47
4341.00,89.47
4340.00,89.47
4339.00,89.47
4338.00,89.47
4337.00,89.47
4336.00,89.47
4335.00,89.47
4334.00,89.47
4333.00,89.47
4332.00,89.47
4331.00,89.47
4330.00,89.48
4329.00,89.48
4328.00,89.48
4327.00,89.48
4326.00,89.48
4325.00,89.48
4324.00,89.49
4323.00,89.49
4322.00,89.48
4321.00,89.48
4320.00,89.48
4319.00,89.48
4318.00,89.48
4317.00,89.48
4316.00,89.48
4315.00,89.49
4314.00,89.48
4313.00,89.48
4312.00,89.49
4311.00,89.49
4310.00,89.48
4309.00,89.48
4308.00,89.49
4307.00,89.49
4306.00,89.49
4305.00,89.49
4304.00,89.49
4303.00,89.49
4302.00,89.49
4301.00,89.49
4300.00,89.49
4299.00,89.49
4298.00,89.49
4297.00,89.50
4296.00,89.50
4295.00,89.50
4294.00,89.50
4293.00,89.51
4292.00,89.51
4291.00,89.50
4290.00,89.50
4289.00,89.50
4288.00,89.51
4287.00,89.51
4286.00,89.51
4285.00,89.51
4284.00,89.51
4283.00,89.51
4282.00,89.51
4281.00,89.51
4280.00,89.52
4279.00,89.52
4278.00,89.52
4277.00,89.52
4276.00,89.52
4275.00,89.52
4274.00,89.52
4273.00,89.52
4272.00,89.52
4271.00,89.53
4270.00,89.53
4269.00,89.53
4268.00,89.53
4267.00,89.53
4266.00,89.52
4265.00,89.52
4264.00,89.52
4263.00,89.52
4262.00,89.53
4261.00,89.53
4260.00,89.53
4259.00,89.53
4258.00,89.53
4257.00,89.53
4256.00,89.53
4255.00,89.53
4254.00,89.54
4253.00,89.54
4252.00,89.54
4251.00,89.54
4250.00,89.54
4249.00,89.54
4248.00,89.54
4247.00,89.55
4246.00,89.55
4245.00,89.55
4244.00,89.55
4243.00,89.55
4242.00,89.55
4241.00,89.55
4240.00,89.55
4239.00,89.55
4238.00,89.55
4237.00,89.55
4236.00,89.55
4235.00,89.55
4234.00,89.55
4233.00,89.55
4232.00,89.55
4231.00,89.55
4230.00,89.55
4229.00,89.55
4228.00,89.54
4227.00,89.54
4226.00,89.54
4225.00,89.54
4224.00,89.54
4223.00,89.54
4222.00,89.54
4221.00,89.54
4220.00,89.54
4219.00,89.54
4218.00,89.54
4217.00,89.54
4216.00,89.54
4215.00,89.54
4214.00,89.53
4213.00,89.53
4212.00,89.53
4211.00,89.53
4210.00,89.53
4209.00,89.53
4208.00,89.53
4207.00,89.53
4206.00,89.53
4205.00,89.53
4204.00,89.53
4203.00,89.53
4202.00,89.53
4201.00,89.53
4200.00,89.53
4199.00,89.53
4198.00,89.53
4197.00,89.53
4196.00,89.53
4195.00,89.53
4194.00,89.53
4193.00,89.53
4192.00,89.53
4191.00,89.53
4190.00,89.53
4189.00,89.53
4188.00,89.53
4187.00,89.53
4186.00,89.52
4185.00,89.52
4184.00,89.52
4183.00,89.53
4182.00,89.53
4181.00,89.52
4180.00,89.52
4179.00,89.52
4178.00,89.52
4177.00,89.52
4176.00,89.52
4175.00,89.52
4174.00,89.52
4173.00,89.52
4172.00,89.52
4171.00,89.52
4170.00,89.52
4169.00,89.52
4168.00,89.52
4167.00,89.51
4166.00,89.51
4165.00,89.51
4164.00,89.51
4163.00,89.51
4162.00,89.51
4161.00,89.51
4160.00,89.51
4159.00,89.51
4158.00,89.51
4157.00,89.50
4156.00,89.50
4155.00,89.50
4154.00,89.50
4153.00,89.50
4152.00,89.50
4151.00,89.50
4150.00,89.50
4149.00,89.49
4148.00,89.49
4147.00,89.49
4146.00,89.49
4145.00,89.49
4144.00,89.48
4143.00,89.48
4142.00,89.48
4141.00,89.48
4140.00,89.47
4139.00,89.47
4138.00,89.47
4137.00,89.47
4136.00,89.47
4135.00,89.46
4134.00,89.46
4133.00,89.46
4132.00,89.46
4131.00,89.46
4130.00,89.45
4129.00,89.45
4128.00,89.45
4127.00,89.45
4126.00,89.44
4125.00,89.44
4124.00,89.44
4123.00,89.44
4122.00,89.44
4121.00,89.43
4120.00,89.43
4119.00,89.43
4118.00,89.43
4117.00,89.43
4116.00,89.42
4115.00,89.42
4114.00,89.42
4113.00,89.42
4112.00,89.42
4111.00,89.41
4110.00,89.42
4109.00,89.42
4108.00,89.41
4107.00,89.41
4106.00,89.41
4105.00,89.41
4104.00,89.40
4103.00,89.40
4102.00,89.40
4101.00,89.39
4100.00,89.39
4099.00,89.39
4098.00,89.38
4097.00,89.38
4096.00,89.38
4095.00,89.38
4094.00,89.38
4093.00,89.37
4092.00,89.37
4091.00,89.37
4090.00,89.37
4089.00,89.37
4088.00,89.37
4087.00,89.37
4086.00,89.37
4085.00,89.36
4084.00,89.36
4083.00,89.36
4082.00,89.36
4081.00,89.36
4080.00,89.35
4079.00,89.35
4078.00,89.35
4077.00,89.35
4076.00,89.35
4075.00,89.34
4074.00,89.34
4073.00,89.34
4072.00,89.34
4071.00,89.33
4070.00,89.33
4069.00,89.33
4068.00,89.33
4067.00,89.32
4066.00,89.32
4065.00,89.32
4064.00,89.32
4063.00,89.32
4062.00,89.31
4061.00,89.31
4060.00,89.31
4059.00,89.31
4058.00,89.30
4057.00,89.30
4056.00,89.30
4055.00,89.30
4054.00,89.29
4053.00,89.29
4052.00,89.28
4051.00,89.28
4050.00,89.28
4049.00,89.28
4048.00,89.27
4047.00,89.27
4046.00,89.27
4045.00,89.27
4044.00,89.26
4043.00,89.26
4042.00,89.26
4041.00,89.26
4040.00,89.26
4039.00,89.26
4038.00,89.25
4037.00,89.25
4036.00,89.25
4035.00,89.25
4034.00,89.25
4033.00,89.25
4032.00,89.25
4031.00,89.24
4030.00,89.24
4029.00,89.23
4028.00,89.23
4027.00,89.24
4026.00,89.23
4025.00,89.23
4024.00,89.23
4023.00,89.23
4022.00,89.23
4021.00,89.23
4020.00,89.22
4019.00,89.22
4018.00,89.23
4017.00,89.22
4016.00,89.22
4015.00,89.21
4014.00,89.22
4013.00,89.22
4012.00,89.21
4011.00,89.21
4010.00,89.21
4009.00,89.21
4008.00,89.21
4007.00,89.21
4006.00,89.21
4005.00,89.21
4004.00,89.21
4003.00,89.21
4002.00,89.20
4001.00,89.20
4000.00,89.20
3999.00,89.20
3998.00,89.20
3997.00,89.19
3996.00,89.20
3995.00,89.20
3994.00,89.19
3993.00,89.19
3992.00,89.19
3991.00,89.19
3990.00,89.19
3989.00,89.18
3988.00,89.18
3987.00,89.19
3986.00,89.19
3985.00,89.19
3984.00,89.19
3983.00,89.19
3982.00,89.19
3981.00,89.19
3980.00,89.18
3979.00,89.18
3978.00,89.18
3977.00,89.18
3976.00,89.18
3975.00,89.17
3974.00,89.17
3973.00,89.17
3972.00,89.17
3971.00,89.17
3970.00,89.16
3969.00,89.16
3968.00,89.16
3967.00,89.16
3966.00,89.16
3965.00,89.15
3964.00,89.15
3963.00,89.16
3962.00,89.15
3961.00,89.15
3960.00,89.15
3959.00,89.15
3958.00,89.15
3957.00,89.14
3956.00,89.14
3955.00,89.14
3954.00,89.14
3953.00,89.14
3952.00,89.13
3951.00,89.13
3950.00,89.13
3949.00,89.13
3948.00,89.12
3947.00,89.12
3946.00,89.12
3945.00,89.12
3944.00,89.12
3943.00,89.12
3942.00,89.12
3941.00,89.12
3940.00,89.12
3939.00,89.12
3938.00,89.12
3937.00,89.12
3936.00,89.12
3935.00,89.12
3934.00,89.12
3933.00,89.12
3932.00,89.12
3931.00,89.12
3930.00,89.12
3929.00,89.12
3928.00,89.11
3927.00,89.12
3926.00,89.12
3925.00,89.12
3924.00,89.11
3923.00,89.11
3922.00,89.11
3921.00,89.11
3920.00,89.10
3919.00,89.10
3918.00,89.11
3917.00,89.11
3916.00,89.11
3915.00,89.11
3914.00,89.12
3913.00,89.12
3912.00,89.12
3911.00,89.11
3910.00,89.11
3909.00,89.10
3908.00,89.10
3907.00,89.09
3906.00,89.08
3905.00,89.08
3904.00,89.08
3903.00,89.08
3902.00,89.08
3901.00,89.08
3900.00,89.09
3899.00,89.10
3898.00,89.10
3897.00,89.09
3896.00,89.09
3895.00,89.10
3894.00,89.10
3893.00,89.09
3892.00,89.09
3891.00,89.09
3890.00,89.09
3889.00,89.08
3888.00,89.08
3887.00,89.08
3886.00,89.09
3885.00,89.09
3884.00,89.09
3883.00,89.08
3882.00,89.08
3881.00,89.08
3880.00,89.08
3879.00,89.08
3878.00,89.07
3877.00,89.07
3876.00,89.07
3875.00,89.07
3874.00,89.06
3873.00,89.06
3872.00,89.06
3871.00,89.06
3870.00,89.06
3869.00,89.05
3868.00,89.05
3867.00,89.06
3866.00,89.05
3865.00,89.05
3864.00,89.05
3863.00,89.06
3862.00,89.06
3861.00,89.06
3860.00,89.05
3859.00,89.04
3858.00,89.04
3857.00,89.03
3856.00,89.03
3855.00,89.02
3854.00,89.03
3853.00,89.03
3852.00,89.04
3851.00,89.04
3850.00,89.04
3849.00,89.05
3848.00,89.05
3847.00,89.05
3846.00,89.05
3845.00,89.04
3844.00,89.04
3843.00,89.03
3842.00,89.02
3841.00,89.02
3840.00,89.03
3839.00,89.03
3838.00,89.04
3837.00,89.04
3836.00,89.04
3835.00,89.05
3834.00,89.04
3833.00,89.03
3832.00,89.03
3831.00,89.03
3830.00,89.02
3829.00,89.02
3828.00,89.02
3827.00,89.02
3826.00,89.01
3825.00,89.01
3824.00,89.00
3823.00,89.00
3822.00,89.01
3821.00,89.01
3820.00,89.01
3819.00,89.00
3818.00,89.01
3817.00,89.01
3816.00,89.01
3815.00,89.00
3814.00,89.00
3813.00,89.00
3812.00,89.00
3811.00,88.99
3810.00,88.98
3809.00,88.98
3808.00,88.98
3807.00,88.98
3806.00,88.97
3805.00,88.97
3804.00,88.97
3803.00,88.97
3802.00,88.96
3801.00,88.95
3800.00,88.95
3799.00,88.96
3798.00,88.96
3797.00,88.95
3796.00,88.95
3795.00,88.95
3794.00,88.95
3793.00,88.94
3792.00,88.94
3791.00,88.93
3790.00,88.93
3789.00,88.93
3788.00,88.92
3787.00,88.91
3786.00,88.91
3785.00,88.91
3784.00,88.90
3783.00,88.89
3782.00,88.89
3781.00,88.90
3780.00,88.90
3779.00,88.89
3778.00,88.88
3777.00,88.87
3776.00,88.87
3775.00,88.86
3774.00,88.84
3773.00,88.83
3772.00,88.83
3771.00,88.83
3770.00,88.83
3769.00,88.82
3768.00,88.81
3767.00,88.81
3766.00,88.81
3765.00,88.80
3764.00,88.79
3763.00,88.78
3762.00,88.78
3761.00,88.77
3760.00,88.76
3759.00,88.75
3758.00,88.75
3757.00,88.74
3756.00,88.73
3755.00,88.72
3754.00,88.71
3753.00,88.70
3752.00,88.70
3751.00,88.69
3750.00,88.68
3749.00,88.67
3748.00,88.66
3747.00,88.65
3746.00,88.64
3745.00,88.63
3744.00,88.63
3743.00,88.62
3742.00,88.61
3741.00,88.61
3740.00,88.61
3739.00,88.60
3738.00,88.59
3737.00,88.57
3736.00,88.56
3735.00,88.55
3734.00,88.54
3733.00,88.52
3732.00,88.50
3731.00,88.48
3730.00,88.47
3729.00,88.45
3728.00,88.43
3727.00,88.41
3726.00,88.40
3725.00,88.38
3724.00,88.36
3723.00,88.33
3722.00,88.31
3721.00,88.29
3720.00,88.27
3719.00,88.24
3718.00,88.21
3717.00,88.19
3716.00,88.16
3715.00,88.13
3714.00,88.09
3713.00,88.06
3712.00,88.03
3711.00,87.99
3710.00,87.95
3709.00,87.91
3708.00,87.87
3707.00,87.83
3706.00,87.78
3705.00,87.73
3704.00,87.68
3703.00,87.63
3702.00,87.57
3701.00,87.50
3700.00,87.43
3699.00,87.36
3698.00,87.29
3697.00,87.21
3696.00,87.13
3695.00,87.04
3694.00,86.96
3693.00,86.86
3692.00,86.77
3691.00,86.67
3690.00,86.57
3689.00,86.47
3688.00,86.34
3687.00,86.20
3686.00,86.06
3685.00,85.92
3684.00,85.78
3683.00,85.63
3682.00,85.47
3681.00,85.32
3680.00,85.16
3679.00,85.01
3678.00,84.84
3677.00,84.66
3676.00,84.48
3675.00,84.28
3674.00,84.09
3673.00,83.90
3672.00,83.71
3671.00,83.51
3670.00,83.30
3669.00,83.08
3668.00,82.86
3667.00,82.65
3666.00,82.44
3665.00,82.21
3664.00,81.99
3663.00,81.77
3662.00,81.55
3661.00,81.32
3660.00,81.09
3659.00,80.85
3658.00,80.61
3657.00,80.36
3656.00,80.10
3655.00,79.84
3654.00,79.60
3653.00,79.36
3652.00,79.13
3651.00,78.88
3650.00,78.62
3649.00,78.36
3648.00,78.09
3647.00,77.83
3646.00,77.58
3645.00,77.33
3644.00,77.09
3643.00,76.85
3642.00,76.61
3641.00,76.36
3640.00,76.12
3639.00,75.89
3638.00,75.65
3637.00,75.41
3636.00,75.17
3635.00,74.94
3634.00,74.71
3633.00,74.48
3632.00,74.25
3631.00,74.03
3630.00,73.81
3629.00,73.58
3628.00,73.35
3627.00,73.13
3626.00,72.93
3625.00,72.73
3624.00,72.53
3623.00,72.33
3622.00,72.14
3621.00,71.95
3620.00,71.75
3619.00,71.56
3618.00,71.36
3617.00,71.18
3616.00,71.00
3615.00,70.83
3614.00,70.65
3613.00,70.49
3612.00,70.32
3611.00,70.16
3610.00,70.00
3609.00,69.84
3608.00,69.69
3607.00,69.54
3606.00,69.40
3605.00,69.26
3604.00,69.12
3603.00,68.99
3602.00,68.86
3601.00,68.73
3600.00,68.60
3599.00,68.47
3598.00,68.35
3597.00,68.22
3596.00,68.10
3595.00,67.98
3594.00,67.87
3593.00,67.76
3592.00,67.65
3591.00,67.54
3590.00,67.44
3589.00,67.34
3588.00,67.25
3587.00,67.16
3586.00,67.08
3585.00,67.00
3584.00,66.91
3583.00,66.82
3582.00,66.74
3581.00,66.65
3580.00,66.57
3579.00,66.49
3578.00,66.41
3577.00,66.33
3576.00,66.26
3575.00,66.19
3574.00,66.12
3573.00,66.05
3572.00,65.99
3571.00,65.93
3570.00,65.87
3569.00,65.81
3568.00,65.75
3567.00,65.70
3566.00,65.65
3565.00,65.59
3564.00,65.54
3563.00,65.50
3562.00,65.46
3561.00,65.41
3560.00,65.37
3559.00,65.32
3558.00,65.28
3557.00,65.23
3556.00,65.19
3555.00,65.15
3554.00,65.12
3553.00,65.09
3552.00,65.05
3551.00,65.02
3550.00,64.98
3549.00,64.95
3548.00,64.93
3547.00,64.91
3546.00,64.89
3545.00,64.87
3544.00,64.85
3543.00,64.82
3542.00,64.79
3541.00,64.75
3540.00,64.73
3539.00,64.71
3538.00,64.69
3537.00,64.67
3536.00,64.65
3535.00,64.63
3534.00,64.61
3533.00,64.59
3532.00,64.56
3531.00,64.54
3530.00,64.53
3529.00,64.52
3528.00,64.51
3527.00,64.49
3526.00,64.49
3525.00,64.48
3524.00,64.48
3523.00,64.47
3522.00,64.46
3521.00,64.44
3520.00,64.43
3519.00,64.42
3518.00,64.41
3517.00,64.40
3516.00,64.40
3515.00,64.40
3514.00,64.39
3513.00,64.38
3512.00,64.38
3511.00,64.37
3510.00,64.36
3509.00,64.36
3508.00,64.35
3507.00,64.35
3506.00,64.36
3505.00,64.36
3504.00,64.37
3503.00,64.37
3502.00,64.38
3501.00,64.38
3500.00,64.37
3499.00,64.37
3498.00,64.37
3497.00,64.38
3496.00,64.38
3495.00,64.37
3494.00,64.38
3493.00,64.38
3492.00,64.38
3491.00,64.38
3490.00,64.38
3489.00,64.39
3488.00,64.40
3487.00,64.40
3486.00,64.40
3485.00,64.41
3484.00,64.41
3483.00,64.42
3482.00,64.43
3481.00,64.44
3480.00,64.45
3479.00,64.46
3478.00,64.47
3477.00,64.47
3476.00,64.47
3475.00,64.47
3474.00,64.48
3473.00,64.49
3472.00,64.50
3471.00,64.53
3470.00,64.55
3469.00,64.57
3468.00,64.58
3467.00,64.58
3466.00,64.58
3465.00,64.58
3464.00,64.58
3463.00,64.58
3462.00,64.59
3461.00,64.60
3460.00,64.61
3459.00,64.61
3458.00,64.62
3457.00,64.63
3456.00,64.64
3455.00,64.65
3454.00,64.65
3453.00,64.66
3452.00,64.67
3451.00,64.69
3450.00,64.69
3449.00,64.71
3448.00,64.72
3447.00,64.74
3446.00,64.75
3445.00,64.76
3444.00,64.77
3443.00,64.78
3442.00,64.79
3441.00,64.81
3440.00,64.82
3439.00,64.85
3438.00,64.87
3437.00,64.89
3436.00,64.91
3435.00,64.92
3434.00,64.93
3433.00,64.94
3432.00,64.95
3431.00,64.96
3430.00,64.97
3429.00,64.98
3428.00,64.99
3427.00,64.99
3426.00,65.00
3425.00,65.01
3424.00,65.02
3423.00,65.03
3422.00,65.04
3421.00,65.06
3420.00,65.07
3419.00,65.09
3418.00,65.10
3417.00,65.11
3416.00,65.13
3415.00,65.15
3414.00,65.17
3413.00,65.18
3412.00,65.20
3411.00,65.22
3410.00,65.23
3409.00,65.24
3408.00,65.25
3407.00,65.26
3406.00,65.28
3405.00,65.29
3404.00,65.31
3403.00,65.34
3402.00,65.38
3401.00,65.40
3400.00,65.41
3399.00,65.41
3398.00,65.42
3397.00,65.42
3396.00,65.43
3395.00,65.44
3394.00,65.46
3393.00,65.49
3392.00,65.51
3391.00,65.52
3390.00,65.52
3389.00,65.52
3388.00,65.53
3387.00,65.54
3386.00,65.54
3385.00,65.55
3384.00,65.57
3383.00,65.58
3382.00,65.60
3381.00,65.61
3380.00,65.63
3379.00,65.65
3378.00,65.66
3377.00,65.67
3376.00,65.68
3375.00,65.69
3374.00,65.71
3373.00,65.72
3372.00,65.74
3371.00,65.77
3370.00,65.80
3369.00,65.82
3368.00,65.83
3367.00,65.84
3366.00,65.84
3365.00,65.84
3364.00,65.84
3363.00,65.85
3362.00,65.86
3361.00,65.87
3360.00,65.88
3359.00,65.89
3358.00,65.90
3357.00,65.91
3356.00,65.92
3355.00,65.93
3354.00,65.95
3353.00,65.97
